credit_score,age,tenure_years,balance_usd,num_products,has_cr_card,is_active_member,estimated_salary_usd,monthly_spend_usd,transactions_last_month,mobile_app_usage_min_per_day,campaigns_responded,geography,gender,churn
550,33,7,17301.67,2,0,1,50630.98,218.19,12,33,11,Germany,Male,0
714,45,2,7485.47,4,1,0,69309.6,122.78,33,23,2,France,Male,1
591,18,12,9356.46,4,0,1,62273.35,713.59,18,43,3,France,Female,0
378,38,25,9654.76,3,0,1,58791.52,312.37,3,22,2,Spain,Male,1
498,39,19,15962.87,3,0,1,29406.35,106.29,16,6,11,France,Male,1
556,18,13,1117.07,3,0,0,51985.81,427.76,24,81,2,Germany,Female,0
709,19,15,40286.05,4,1,0,109086.12,572.23,36,34,16,France,Female,0
608,24,5,41042.18,4,0,0,79995.78,1034.13,14,67,3,France,Female,0
600,18,7,9089.44,1,1,0,90117.08,409.12,9,18,5,France,Female,0
468,18,9,15359.16,4,0,0,53423.33,104.34,61,35,9,Spain,Female,0
643,52,20,3444.42,6,0,1,35020.47,64.96,26,52,6,Germany,Male,1
533,27,5,14336.27,4,0,0,64275.4,175.26,17,10,0,Spain,Female,0
507,19,2,20903.35,5,0,0,32522.41,617.51,35,46,0,Germany,Female,0
699,18,2,16114.11,5,0,1,69581.33,713.06,6,14,3,Germany,Female,0
448,31,1,35591.97,4,0,0,61429.41,6.53,18,57,1,France,Male,0
676,31,5,30291.3,1,0,0,78592.44,80.64,1,16,3,Spain,Male,1
437,18,2,6375.94,1,0,0,56283.74,97.37,26,63,1,France,Female,0
614,18,12,13814.68,2,0,0,59087.69,79.7,15,20,0,France,Female,1
585,24,1,1087.31,3,0,1,44130.74,60.05,9,14,5,France,Female,0
454,28,13,415.41,3,0,1,57472.08,455.2,0,12,3,Germany,Female,1
587,18,9,6081.61,5,0,0,46871.96,242.83,45,14,3,France,Female,0
675,23,16,20662.05,4,0,0,61871.78,337.0,4,157,6,Spain,Female,0
489,25,10,1109.89,1,0,1,52779.88,414.71,18,43,0,France,Female,1
574,42,13,22310.68,5,0,1,85380.72,320.24,2,36,14,Spain,Male,1
409,54,24,5629.31,2,0,1,50986.63,253.93,5,4,13,Germany,Male,1
574,18,4,11694.68,3,0,0,70881.43,686.48,15,1,6,Spain,Female,0
678,24,2,14853.85,2,0,1,85799.92,198.57,4,12,4,Spain,Female,0
509,28,9,3347.68,5,0,1,88550.93,103.87,3,89,1,Germany,Female,1
641,18,5,11712.3,5,0,1,64885.94,452.52,9,76,2,Germany,Female,1
596,18,9,6838.44,3,1,1,76845.18,453.19,35,42,1,France,Female,1
524,29,9,6966.46,3,0,1,89946.13,451.78,10,27,5,Spain,Female,1
530,18,13,12295.75,7,0,1,26228.82,478.08,1,7,2,Spain,Female,0
535,18,1,10900.1,1,0,0,24403.74,877.16,21,0,1,France,Female,1
600,49,20,2065.5,7,0,1,61803.62,336.04,22,11,9,France,Male,1
716,47,4,1373.88,3,0,0,54518.56,230.7,22,22,6,France,Male,1
695,33,3,6116.89,3,0,0,20095.65,130.13,5,34,7,Germany,Male,1
642,38,5,8365.2,3,0,1,70579.24,5.94,5,49,2,Germany,Male,0
528,18,4,28102.59,4,0,1,60917.99,9.79,43,45,2,Spain,Female,0
883,18,15,1151.67,2,0,0,50672.34,321.36,8,60,1,Germany,Female,0
607,18,4,1727.27,3,0,1,74047.71,140.32,6,61,6,France,Female,0
622,33,2,7795.45,3,0,0,34711.9,349.0,6,35,2,Spain,Male,1
749,48,1,1222.03,3,1,0,40661.41,489.51,23,67,9,Germany,Male,1
634,18,5,966.17,6,0,1,28246.42,418.35,17,74,8,Germany,Female,1
578,24,6,18804.56,6,1,1,79020.41,281.92,16,14,5,Spain,Female,0
607,33,8,9528.97,1,0,1,25362.47,279.25,10,81,5,France,Male,1
640,18,14,2466.54,2,1,1,23604.44,530.39,20,5,6,Germany,Female,1
519,18,12,46228.96,6,0,1,34512.84,509.54,6,44,6,Spain,Female,0
529,18,9,40275.49,4,0,1,67224.39,538.7,21,57,2,Spain,Female,1
731,29,4,709.17,2,0,0,46828.41,630.17,28,65,18,Spain,Female,1
652,18,2,17290.66,7,1,1,15530.24,1129.97,8,21,1,France,Female,0
648,18,0,23520.58,7,0,1,93820.89,31.59,4,45,2,Germany,Female,1
736,32,6,9869.53,1,0,0,25316.94,338.14,16,65,4,Germany,Male,0
597,26,7,5809.96,3,0,1,52547.68,395.99,3,178,4,France,Female,0
653,18,1,12307.26,6,0,1,62888.73,124.99,10,34,5,France,Female,0
296,60,39,21752.11,1,0,1,70182.93,1082.58,4,6,1,France,Male,1
576,21,5,19327.56,5,0,0,44990.74,508.47,27,5,2,Spain,Female,0
579,18,8,4003.85,4,0,0,18024.45,11.14,25,29,2,Spain,Female,1
540,35,5,4754.9,4,0,1,54111.02,274.85,0,12,7,France,Male,0
549,18,1,1235.05,2,0,1,15195.8,28.88,12,74,7,France,Female,0
721,22,0,1890.16,4,0,0,16992.41,586.62,7,17,6,Spain,Female,0
557,19,7,2159.2,6,0,1,39583.86,495.53,12,73,8,Germany,Female,0
664,18,3,7461.92,5,0,1,39077.43,714.92,2,40,1,France,Female,0
640,18,2,6352.76,4,0,1,103005.23,535.14,30,19,3,Germany,Female,0
439,26,15,10023.37,2,0,1,24750.87,311.85,18,25,3,France,Female,1
706,31,3,805.47,3,0,0,75717.08,403.52,6,16,6,France,Male,0
720,18,6,30881.74,2,0,0,15302.79,254.75,3,6,6,Spain,Female,0
743,18,5,14851.58,6,1,0,51159.46,207.67,5,91,0,Germany,Female,0
735,18,16,24680.72,4,1,0,32405.68,158.88,26,15,8,Germany,Female,1
725,30,2,4368.21,2,0,0,139375.57,249.57,1,89,2,Spain,Female,0
465,32,1,14712.6,3,0,0,45006.58,357.0,12,5,1,Germany,Male,0
670,37,0,22524.48,2,1,0,40280.1,330.79,1,20,11,Spain,Male,1
579,18,2,4168.21,1,0,1,25457.84,487.08,29,32,5,Spain,Female,1
617,36,6,7596.28,2,0,0,46325.59,31.68,4,11,2,Spain,Male,1
534,28,1,26087.11,3,0,0,33053.5,284.73,15,32,10,France,Female,1
661,31,3,14245.87,4,0,0,40771.85,247.49,14,76,2,France,Male,0
723,28,4,10658.6,2,0,0,23624.37,671.24,8,66,2,Spain,Female,0
604,18,0,2440.71,5,0,1,19604.35,362.69,14,35,2,France,Female,1
576,18,13,315.59,1,0,0,50986.47,295.53,22,59,0,Spain,Female,0
706,30,0,38308.82,2,0,0,51266.24,151.19,6,10,0,France,Female,0
551,19,3,20147.07,3,1,0,19987.19,111.98,4,3,7,Germany,Female,0
813,19,13,6084.85,4,1,0,30169.44,388.56,13,4,1,France,Female,0
658,29,4,9770.4,2,0,1,37324.41,42.79,1,65,0,France,Female,0
587,18,3,9334.85,2,0,1,38525.41,410.76,23,46,6,France,Female,1
586,65,29,26056.89,10,0,1,56360.06,373.48,68,67,4,France,Male,1
719,19,0,6779.61,3,0,0,20557.27,128.91,13,107,3,Spain,Female,0
667,18,5,29390.58,4,0,1,36092.27,329.04,15,57,8,Spain,Female,1
775,26,6,8605.93,3,0,0,90227.49,54.63,3,8,4,Spain,Female,0
589,18,11,20621.26,5,1,1,39970.69,311.97,55,24,1,France,Female,1
526,26,11,29811.81,4,0,1,32102.36,420.25,3,73,6,Spain,Female,0
631,54,18,2319.0,7,0,1,44675.43,421.38,41,59,2,Spain,Male,1
512,18,5,11923.65,2,0,1,78081.4,44.65,61,55,1,Germany,Female,0
572,45,16,14920.5,4,0,1,23812.07,542.76,19,32,1,Spain,Male,1
813,35,10,18940.6,4,1,0,20750.06,234.36,6,82,1,France,Male,0
550,35,14,27424.54,1,0,1,78683.11,90.48,3,2,1,France,Male,0
737,18,5,18210.73,9,1,1,57915.79,100.79,8,19,2,Germany,Female,0
655,63,18,20144.36,4,0,1,33094.86,276.65,62,17,9,France,Male,1
697,31,6,23957.31,3,1,0,23004.52,244.0,16,35,11,Germany,Male,0
667,26,1,13966.97,3,0,0,25392.98,347.46,9,5,5,Spain,Female,0
615,27,5,14719.83,3,0,0,22725.1,291.52,7,7,1,France,Female,1
541,18,11,19560.33,2,0,0,43502.37,586.66,31,128,1,France,Female,0
721,18,10,8524.87,3,1,1,49414.13,52.67,8,124,12,Spain,Female,0
568,18,4,1015.79,2,0,0,100887.15,422.1,16,72,4,Spain,Female,0
513,18,0,15764.57,3,1,1,41568.34,286.66,7,73,8,Germany,Female,1
614,28,8,34337.63,8,0,0,28083.94,150.62,9,64,4,France,Female,1
736,21,4,12852.39,3,1,1,51816.07,325.68,7,73,2,Germany,Female,0
758,27,5,13859.82,3,0,0,30729.97,438.73,9,65,1,France,Female,0
571,21,2,26678.76,3,0,1,40216.02,342.65,11,65,3,Spain,Female,1
585,19,6,25565.16,4,0,1,51536.14,38.05,6,33,8,France,Female,0
558,21,10,24041.59,5,0,1,55146.81,411.91,2,90,2,Germany,Female,0
560,19,3,11907.56,4,0,0,65248.75,285.67,37,16,5,Germany,Female,1
529,22,3,17928.35,4,0,0,59433.78,311.79,23,80,1,Spain,Female,0
618,29,8,8118.93,2,1,0,39861.55,46.43,13,71,9,Spain,Female,0
650,29,1,30987.44,4,0,0,60208.71,147.45,4,48,10,Germany,Female,0
535,28,7,36417.33,1,0,1,123733.54,181.4,14,74,14,France,Female,0
677,23,6,16683.23,2,1,0,39061.82,72.24,12,29,13,Spain,Female,0
749,27,5,20733.52,1,1,0,52442.43,197.72,5,103,2,Germany,Female,0
649,18,7,1562.63,5,1,0,15990.85,127.83,1,4,1,Germany,Female,1
583,18,5,16330.57,3,0,0,17310.08,141.61,24,5,2,Spain,Female,0
478,27,3,7597.5,5,0,0,67645.46,335.82,33,60,4,Spain,Female,0
589,21,9,26828.84,5,0,1,40745.63,242.8,3,16,0,France,Female,0
596,28,9,19257.08,8,0,1,84892.82,1037.22,16,73,2,France,Female,1
576,18,4,25325.04,3,0,1,46855.13,328.93,22,17,4,Spain,Female,0
762,19,6,13141.73,3,0,0,52817.0,592.35,1,115,0,France,Female,0
587,21,13,18213.99,4,0,1,62125.39,127.8,17,13,4,France,Female,0
586,24,3,28424.33,4,0,1,64966.99,255.79,3,78,1,France,Female,1
619,49,15,2921.19,7,0,0,45951.08,55.38,30,49,6,Spain,Male,1
621,18,13,42417.95,5,1,0,100799.48,163.8,19,29,9,Spain,Female,0
757,34,7,21339.42,5,0,0,29316.96,937.68,6,33,7,France,Male,0
672,25,1,16957.12,4,1,1,40700.34,3.83,15,36,5,Spain,Female,0
517,36,11,13800.1,3,0,1,24694.52,147.95,12,6,11,Spain,Male,1
559,18,2,13776.29,5,0,1,18722.33,593.25,41,17,0,Germany,Female,0
489,20,3,5879.23,2,0,0,21703.1,1114.97,16,182,3,France,Female,0
603,34,4,2204.61,2,0,1,24645.02,180.48,12,53,8,France,Male,0
716,19,3,20563.72,4,0,0,45098.33,267.94,0,38,1,France,Female,0
561,38,6,19086.9,3,0,0,29189.07,352.78,30,7,14,Germany,Male,1
521,33,13,10654.98,7,0,1,70896.24,452.73,11,121,3,Spain,Male,1
717,28,1,16023.21,2,0,0,54728.48,565.64,7,16,0,Spain,Female,0
659,31,3,39703.96,2,1,0,114942.7,84.1,15,40,9,France,Male,0
600,23,3,37288.08,2,1,0,45345.87,31.79,13,24,10,France,Female,0
695,33,1,7988.99,4,0,0,30893.52,358.36,18,47,1,Germany,Male,1
589,21,2,8591.14,1,0,0,26415.6,155.7,20,28,3,France,Female,1
595,18,11,15667.29,4,0,0,99024.09,514.56,35,53,8,France,Female,1
500,18,7,5066.26,2,0,0,70570.9,89.23,8,69,3,Germany,Female,0
502,42,0,28256.51,3,0,0,71410.17,17.53,10,14,5,Germany,Male,0
635,32,0,7228.65,7,0,0,46024.9,175.47,18,24,6,Germany,Male,1
736,28,4,19393.32,1,0,0,42508.97,365.64,3,51,2,Germany,Female,0
508,26,1,62740.5,5,0,0,37790.23,146.59,26,159,0,Germany,Female,0
604,43,8,14807.07,4,0,0,44912.53,451.54,9,69,8,France,Male,1
624,21,3,21514.68,4,0,0,18147.79,398.13,9,23,6,Spain,Female,1
557,24,2,12258.92,3,0,1,16371.65,710.03,6,1,8,Germany,Female,0
610,24,5,11170.19,5,0,1,62935.39,46.09,11,36,5,France,Female,0
675,25,4,26361.05,1,1,1,26523.22,38.5,12,7,10,Spain,Female,0
600,32,0,17341.92,4,0,0,24103.66,95.69,5,41,9,France,Male,0
695,21,3,5314.57,4,1,1,28926.95,533.58,13,16,4,Germany,Female,0
623,18,6,12962.21,4,0,1,49100.48,189.6,27,22,5,Spain,Female,0
630,18,7,2199.12,6,0,1,57469.83,165.87,13,20,5,Spain,Female,0
599,24,2,43698.04,3,0,0,39074.51,12.69,7,55,3,France,Female,1
537,23,6,1690.57,2,0,1,51055.26,810.48,14,29,2,France,Female,1
572,18,4,39727.67,4,1,1,25103.43,132.18,8,12,5,Spain,Female,1
608,18,6,4965.54,1,0,1,48826.47,812.76,31,28,3,France,Female,1
419,23,20,35714.51,5,0,1,55517.3,363.61,12,58,2,Spain,Female,1
593,26,6,10682.24,2,0,1,63782.57,213.78,6,77,7,France,Female,0
619,18,9,44960.25,1,1,0,27854.05,678.51,29,13,6,Spain,Female,1
731,18,2,5080.27,9,0,1,74278.0,119.45,12,10,10,Spain,Female,0
758,21,9,7754.98,2,1,0,71565.64,499.62,11,136,5,France,Female,0
484,27,1,8933.53,7,0,0,42400.73,398.94,43,10,4,France,Female,0
461,18,4,14684.54,6,0,1,46988.91,208.4,59,25,6,Germany,Female,0
565,19,5,2261.42,2,0,0,25969.61,4.08,5,11,7,Germany,Female,0
489,37,8,14180.94,3,0,1,25715.93,387.3,11,2,1,France,Male,1
559,27,8,12918.82,3,0,1,44966.77,351.77,9,17,8,Germany,Female,0
618,18,12,578.39,3,0,0,112758.91,839.75,51,40,1,Spain,Female,0
502,41,2,29909.92,2,0,0,27167.14,536.19,17,8,7,Germany,Male,1
589,20,7,17382.61,3,0,0,36383.84,726.0,18,24,2,France,Female,0
602,19,13,13855.63,7,0,1,48156.39,258.21,15,71,8,France,Female,0
682,39,0,40953.11,1,1,0,61297.84,151.52,11,33,3,Spain,Male,1
542,22,1,24830.02,4,0,1,80383.05,420.51,23,7,1,France,Female,0
634,18,11,25170.2,1,1,0,24049.13,214.38,1,10,6,Germany,Female,0
549,20,13,26416.59,5,0,1,24452.05,746.24,8,147,1,France,Female,0
673,45,5,24699.44,6,0,0,32016.57,679.21,36,53,1,Spain,Male,1
476,19,11,18821.47,1,0,1,71564.34,349.13,23,74,2,Spain,Female,1
436,23,2,5566.86,8,0,0,55534.08,102.84,59,37,8,France,Female,0
626,45,9,9843.42,1,0,1,60252.72,592.92,15,113,1,Spain,Male,1
685,31,1,5205.46,4,0,0,15541.84,333.13,0,182,8,Germany,Male,0
449,32,4,5566.8,2,0,0,37221.83,558.67,12,70,7,France,Male,0
546,18,12,25541.62,9,0,1,15507.85,589.49,6,69,0,France,Female,0
417,18,1,16361.1,4,0,1,33049.22,335.46,65,51,9,Spain,Female,0
503,29,11,34507.73,5,0,1,68104.25,563.76,20,6,10,Germany,Female,0
713,18,7,29670.21,3,1,1,32675.84,286.23,10,88,7,France,Female,0
705,18,3,13840.87,2,1,1,79488.58,122.94,1,83,3,France,Female,0
766,22,1,3291.14,4,0,0,109108.61,801.28,11,34,8,France,Female,0
563,18,9,8932.71,4,0,0,60352.61,240.86,45,3,2,Germany,Female,0
511,23,7,30552.55,3,0,0,40177.78,226.43,20,36,2,Germany,Female,0
571,23,1,21003.23,4,0,0,24992.26,89.89,18,22,4,Spain,Female,0
660,19,2,23447.68,3,0,1,40697.96,553.74,2,35,3,France,Female,0
669,30,6,13148.77,2,1,0,94057.51,123.28,16,39,8,Spain,Male,1
554,18,4,17609.54,1,0,1,28405.39,281.67,18,11,3,Germany,Female,0
716,18,6,13219.51,6,1,0,46586.61,134.1,16,27,6,France,Female,0
635,18,6,19495.53,6,0,1,15749.47,167.54,5,1,1,Germany,Female,0
563,18,6,19103.25,1,0,0,96438.37,448.52,18,48,5,Germany,Female,0
497,32,1,9551.58,3,0,0,34451.15,386.41,1,8,4,France,Male,0
610,23,7,2748.28,5,0,1,25545.15,630.81,4,17,2,France,Female,0
646,24,4,15837.86,2,0,1,58393.43,485.35,1,55,3,Germany,Female,0
686,18,2,26515.04,3,0,1,21087.67,16.69,1,13,5,Germany,Female,0
531,27,8,21769.88,1,0,1,33125.83,468.88,20,19,4,Spain,Female,1
663,18,5,7464.5,6,0,0,39858.95,417.69,2,146,2,France,Female,1
766,21,7,14934.16,2,1,0,15584.57,943.88,2,73,0,France,Female,0
647,19,7,4639.31,6,0,1,43240.07,290.84,7,63,4,Germany,Female,0
625,19,8,24273.51,7,0,1,56138.28,83.46,2,39,4,Spain,Female,0
440,18,3,19191.25,4,0,0,17988.25,317.08,53,87,7,France,Female,0
499,30,3,17034.02,3,0,0,32403.76,219.05,13,61,1,France,Female,0
558,18,11,7944.33,2,1,0,36895.54,75.49,0,24,6,Germany,Female,0
559,26,1,13047.8,2,0,1,42703.84,511.35,3,2,5,Germany,Female,0
713,18,23,30385.84,2,1,1,37547.5,476.94,42,30,0,France,Female,1
648,18,9,4157.08,7,0,1,109117.78,479.01,12,39,8,Germany,Female,0
558,26,9,3201.89,1,1,0,25483.49,538.84,5,10,4,Germany,Female,0
475,23,5,17024.97,4,0,0,98324.91,85.93,32,6,5,Spain,Female,0
523,38,11,20899.24,5,0,1,60608.04,27.1,12,119,4,Spain,Male,1
524,33,14,10497.49,2,0,1,65383.73,612.83,5,115,5,Spain,Male,0
540,19,3,2536.55,1,0,0,76628.09,136.24,6,84,5,France,Female,0
608,26,8,8352.71,1,0,1,49150.38,347.94,10,6,1,France,Female,0
370,27,19,17856.65,2,0,1,30703.58,377.61,5,101,11,Spain,Female,1
774,21,11,22054.53,4,1,0,39675.89,1061.52,1,46,9,Spain,Female,0
532,18,9,30278.51,3,0,0,34650.58,423.3,29,64,0,Spain,Female,0
493,18,2,17864.35,2,0,1,98356.45,542.95,25,28,1,France,Female,0
677,26,1,20046.37,3,0,1,88793.02,65.53,3,40,5,Spain,Female,0
642,29,1,38044.29,2,0,0,78993.52,768.95,11,40,7,Germany,Female,1
655,29,3,52689.71,2,0,1,42375.0,146.78,1,6,4,France,Female,0
701,25,6,18690.41,2,0,0,16117.27,723.85,0,56,0,France,Female,1
440,32,18,44059.92,3,0,1,28249.32,269.73,31,29,5,France,Male,1
668,38,2,27441.66,4,1,0,81435.65,200.22,38,48,8,Spain,Male,1
543,18,6,13012.77,4,0,0,82761.95,433.82,41,98,1,France,Female,0
614,27,2,14969.25,3,0,0,70654.58,232.13,2,72,4,France,Female,1
721,21,4,13567.44,3,0,0,54095.18,317.86,7,69,4,Spain,Female,0
620,27,4,12252.47,2,0,0,39177.49,90.78,9,7,7,Spain,Female,1
501,18,0,28476.91,1,1,1,120659.01,145.06,22,61,3,Germany,Female,0
581,30,6,4325.71,2,1,1,39547.77,147.99,10,63,7,Spain,Female,0
703,23,3,6369.69,4,0,0,52916.25,435.73,8,34,5,France,Female,0
598,18,10,1829.09,2,0,0,44417.26,26.0,18,5,3,France,Female,1
651,24,1,6528.75,3,1,1,27257.46,605.77,12,139,5,France,Female,0
624,18,10,901.49,8,0,1,46784.19,275.73,17,100,7,Spain,Female,0
745,34,14,18718.9,1,1,0,16511.6,523.85,17,8,1,Germany,Male,1
469,18,1,13544.84,4,1,0,20454.53,273.36,1,127,4,Spain,Female,0
657,18,17,2749.76,3,1,0,86479.82,435.48,16,74,3,France,Female,1
671,20,3,11623.59,3,1,1,33581.04,190.43,16,2,10,Spain,Female,0
510,38,11,18387.01,1,0,1,25311.69,122.32,16,14,9,Germany,Male,1
534,27,10,21691.72,3,0,1,49638.39,646.99,16,39,5,France,Female,1
641,22,2,17103.82,2,0,0,40782.1,663.13,18,12,7,Germany,Female,1
701,29,8,895.55,3,0,0,72330.33,181.77,4,30,6,France,Female,1
714,53,3,5092.16,3,1,0,17491.94,194.58,35,64,4,France,Male,1
552,26,3,10808.44,1,0,0,172600.34,236.23,1,55,8,Germany,Female,1
694,27,1,24483.78,2,0,0,41951.79,160.33,4,28,2,Germany,Female,0
651,32,3,25306.18,1,0,0,63975.82,725.14,7,23,7,France,Male,1
633,18,6,25270.99,2,1,0,22754.59,949.37,8,109,6,Spain,Female,1
733,18,0,21012.01,5,0,1,21797.42,256.33,7,64,5,Germany,Female,0
544,31,1,20602.36,2,0,0,33134.14,299.37,5,6,6,France,Male,0
685,38,1,15334.05,3,1,0,40550.5,396.57,17,23,2,Germany,Male,1
570,23,5,40708.85,1,0,1,17707.99,866.12,3,108,10,Spain,Female,0
461,31,21,9383.47,7,0,1,20117.74,697.26,8,35,0,Germany,Male,1
547,23,10,13036.52,3,0,1,24918.47,136.99,2,95,9,France,Female,0
443,22,7,36747.43,3,0,0,53288.16,217.36,1,13,2,France,Female,0
634,31,7,1398.09,4,1,0,62047.28,1052.4,13,82,2,Germany,Male,1
491,38,14,5874.11,6,0,1,21108.59,595.51,20,41,1,France,Male,1
665,25,6,15460.65,2,0,0,21922.05,317.87,2,41,2,France,Female,1
384,33,6,11233.3,9,0,0,68449.69,84.97,54,37,9,France,Male,0
554,24,6,3313.2,6,1,1,27055.3,62.84,23,12,9,Germany,Female,0
540,37,8,10075.74,3,0,0,25003.59,291.08,17,50,6,France,Male,1
686,18,1,1344.0,7,1,1,52085.58,866.45,5,108,1,Germany,Female,0
475,18,7,10382.9,5,1,1,55100.15,263.26,0,50,5,Spain,Female,1
557,23,2,4210.26,4,0,1,21303.27,63.6,4,59,3,Germany,Female,1
539,28,6,19688.35,4,1,1,65890.13,34.18,23,41,12,France,Female,0
744,18,4,41345.72,4,1,1,42787.18,588.83,2,31,0,Germany,Female,0
602,18,10,11151.16,2,1,1,32623.51,299.25,54,52,3,France,Female,1
554,22,12,37165.86,6,0,1,42901.28,189.24,10,4,7,Germany,Female,1
483,18,8,3494.15,5,0,0,71661.18,0.35,50,3,6,Spain,Female,0
675,18,9,6794.48,2,0,0,47412.86,452.27,31,70,2,Spain,Female,1
568,27,3,6545.93,5,0,0,18426.68,279.47,17,69,4,Spain,Female,1
407,35,28,9987.79,7,0,1,37936.88,423.19,11,84,3,Germany,Male,1
733,22,20,19055.61,2,1,0,65511.03,222.16,5,34,9,Spain,Female,1
597,18,7,8833.49,9,0,1,35195.52,297.68,7,42,1,France,Female,0
507,29,14,8945.66,6,1,0,136241.74,83.89,36,11,8,Germany,Female,0
406,52,6,8972.49,4,0,0,53150.5,37.67,6,69,1,Germany,Male,0
531,44,14,10425.68,3,0,1,61542.29,247.12,9,28,4,Spain,Male,1
623,38,4,4264.42,3,0,0,43660.49,29.39,23,77,4,Spain,Male,1
616,26,7,18383.13,5,0,1,61740.14,514.76,3,27,2,France,Female,0
570,18,12,12880.79,3,0,0,80093.39,462.51,42,48,3,Spain,Female,0
588,32,3,9826.31,3,0,0,48362.77,477.56,6,50,8,France,Male,1
698,27,5,43879.22,2,0,0,61250.32,388.67,7,16,7,Germany,Female,0
675,56,14,1559.42,4,0,1,61581.62,869.39,29,7,8,Spain,Male,1
652,47,9,12409.82,6,0,0,25650.06,68.39,36,8,0,France,Male,1
669,18,14,25567.96,2,1,0,50309.28,73.33,24,131,2,Spain,Female,1
565,26,4,35933.63,3,0,0,47580.28,117.77,6,18,5,Germany,Female,0
783,18,3,20226.22,5,0,0,33017.19,634.67,9,7,8,Spain,Female,0
450,18,2,29975.74,2,0,0,26773.66,258.73,26,55,1,Germany,Female,0
540,23,9,14470.69,5,0,0,30604.1,300.25,28,12,1,France,Female,0
717,18,24,14545.69,1,1,0,38652.49,588.99,36,7,7,Spain,Female,1
720,26,4,58916.12,2,0,0,42557.28,572.72,2,32,4,Spain,Female,0
807,38,6,13958.1,2,1,0,24643.18,537.66,1,47,11,France,Male,1
683,48,2,12155.72,6,0,0,35874.71,57.36,22,15,8,Spain,Male,0
668,33,1,5749.85,3,0,0,56105.91,385.34,1,13,5,Spain,Male,0
614,18,10,21604.52,2,1,1,33706.46,479.12,40,58,4,France,Female,1
406,38,2,4620.67,7,0,0,44891.58,403.37,30,50,2,Germany,Male,0
517,32,13,2215.84,2,0,1,84308.67,93.45,3,80,7,Germany,Male,0
554,32,11,767.7,4,0,1,29931.94,242.73,8,10,7,Germany,Male,0
538,24,10,4090.27,4,0,1,28675.21,142.92,5,11,5,France,Female,0
629,18,7,1553.27,6,0,1,67347.14,204.4,36,43,2,Spain,Female,0
625,21,4,11735.79,4,0,1,24001.21,333.42,4,10,5,Spain,Female,0
590,20,8,34352.6,4,0,1,101227.3,12.57,27,50,11,France,Female,1
536,18,6,12004.24,1,0,1,32557.21,688.41,33,144,7,France,Female,1
554,24,12,12491.32,3,0,1,35677.4,79.92,9,26,1,Germany,Female,0
591,20,4,2404.17,3,0,0,21493.44,160.09,10,17,3,France,Female,1
708,21,3,22498.54,5,1,1,38044.74,314.25,16,21,5,France,Female,0
547,29,1,4321.33,2,0,0,55931.07,425.31,19,104,6,France,Female,1
607,22,4,3426.06,3,0,1,24845.98,201.36,2,73,6,France,Female,0
528,18,6,7205.93,3,0,1,18940.8,304.22,50,0,1,Spain,Female,0
586,24,6,18070.23,1,1,0,61531.31,752.05,4,58,6,France,Female,0
692,48,8,23457.05,6,0,0,32948.1,285.15,36,74,2,Germany,Male,1
779,18,29,4663.06,3,1,0,49111.75,314.24,40,67,7,Spain,Female,1
515,22,4,7505.72,4,1,0,50514.94,20.93,10,97,5,Germany,Female,0
652,36,3,14506.81,3,0,0,39072.89,749.45,2,5,8,France,Male,1
616,18,15,17031.24,2,0,0,29853.54,426.36,45,6,2,France,Female,0
537,19,10,7951.18,4,0,0,136609.31,474.38,28,27,2,France,Female,0
789,20,12,7681.67,1,1,0,62742.61,486.62,10,45,7,Germany,Female,0
718,66,13,4256.33,4,1,1,15074.45,216.57,51,33,3,Spain,Male,1
626,24,4,8001.42,4,0,1,82172.71,753.5,7,93,4,Spain,Female,0
471,26,12,12507.96,3,0,1,35361.5,33.56,0,44,4,Spain,Female,1
650,18,2,7617.5,4,1,1,92042.06,523.12,15,11,9,Germany,Female,0
520,32,5,3430.09,2,1,1,90667.15,303.31,24,18,17,Spain,Male,0
472,19,17,41706.28,4,0,1,48253.7,727.11,11,4,6,Spain,Female,0
418,42,19,17683.93,1,0,1,49778.95,556.29,13,69,10,Spain,Male,0
680,59,16,37387.69,7,0,0,104218.29,318.01,49,26,4,Spain,Male,1
538,31,10,18272.02,1,0,1,58580.37,346.08,8,46,10,France,Male,0
679,18,21,35135.14,3,1,0,55493.96,187.77,32,84,6,Spain,Female,1
665,18,2,34025.4,4,0,1,43429.89,229.39,11,18,1,France,Female,0
611,18,4,16116.77,4,0,1,37038.7,39.11,11,8,1,France,Female,1
739,24,7,27654.49,2,1,0,80759.97,903.33,6,63,3,Germany,Female,0
432,27,2,7172.82,6,0,0,20176.0,593.9,38,5,4,Spain,Female,0
531,18,7,10269.92,5,0,0,16287.42,453.71,66,71,4,Spain,Female,0
504,28,0,6109.58,3,0,0,40341.93,219.74,10,75,4,Germany,Female,0
613,20,6,28176.42,6,0,1,76637.83,130.53,6,32,2,France,Female,0
478,18,0,35881.16,4,0,1,19310.16,309.42,45,8,1,Spain,Female,0
488,35,19,28582.79,4,0,1,17729.53,189.12,7,100,4,France,Male,1
515,27,14,6286.33,4,0,1,37719.22,753.26,7,93,2,Germany,Female,1
505,18,6,15874.25,2,0,0,34084.75,411.77,26,15,1,Germany,Female,0
540,21,3,17088.26,5,0,0,78800.12,159.16,29,59,1,France,Female,0
673,24,1,15256.69,2,0,0,79051.89,53.24,0,62,7,Spain,Female,0
